troglitazone,num_previous_emergencies,glyburide-metformin,0.016037791207152912
readmitted,num_inpatient_overnight_stays,glyburide,0.015674429342559575
acetohexamide,troglitazone,insulin,0.020937063158519804
change_in_meds,gender,num_current_medications,0.048436068970362484
metformin-pioglitazone,nateglinide,troglitazone,6.615250474015685E-4
glimepiride-pioglitazone,race,troglitazone,0.020580709145358284
acarbose,num_lab_procedures,nateglinide,0.019630048733371597
diabetes_med_prescribed,tolbutamide,glimepiride-pioglitazone,3.7587061415046494E-5
examide,tolbutamide,insulin,0.031740963332419846
repaglinide,num_outpatient_appointments,miglitol,2.1818253934125748E-4
glimepiride,num_inpatient_overnight_stays,metformin,0.034855058272119724
examide,gender,rosiglitazone,0.02842123798622744
change_in_meds,race,gender,0.027242408695105157
metformin,age,glyburide-metformin,0.035438805679225804
days_in_hospital,glimepiride,glipizide,0.04185801373729406
troglitazone,glyburide,glimepiride-pioglitazone,0.009782345887629704
num_current_medications,glyburide,glyburide-metformin,0.015754390161991365
citoglipton,num_lab_procedures,diabetes_med_prescribed,0.017264085015048787
acetohexamide,acarbose,miglitol,0.0018447547530879539
tolazamide,glipizide,readmitted,0.021982130169263155
num_outpatient_appointments,num_not_lab_procedures,glyburide,0.02966796256218576
pioglitazone,number_diagnoses,nateglinide,0.05651799692888829
num_lab_procedures,gender,metformin,0.01004449272589309
citoglipton,glipizide,glimepiride-pioglitazone,0.023371011364688693
troglitazone,gender,tolazamide,0.05908390112391801
glipizide,glyburide-metformin,change_in_meds,0.055195016073284274
num_lab_procedures,rosiglitazone,diabetes_med_prescribed,0.09411484903339155
glipizide-metformin,chlorpropamide,insulin,0.0509024302939364
change_in_meds,num_not_lab_procedures,metformin,0.01593913768481197
readmitted,age,num_previous_emergencies,0.09724834602830947
gender,num_previous_emergencies,metformin,0.021287009490529474
acetohexamide,pioglitazone,troglitazone,0.006767922339330525
examide,num_inpatient_overnight_stays,acarbose,0.0011775339992942584
metformin-rosiglitazone,num_previous_emergencies,glyburide,0.02940068317716159
age,num_inpatient_overnight_stays,repaglinide,0.0027466204056227107
insulin,tolbutamide,tolazamide,9.463162977098046E-5
num_lab_procedures,number_diagnoses,miglitol,0.04739713998218427
glipizide,age,num_lab_procedures,0.037675581922213056
num_current_medications,tolbutamide,troglitazone,6.572077477240507E-5
troglitazone,nateglinide,insulin,0.02597739086601942
metformin-rosiglitazone,acarbose,diabetes_med_prescribed,0.0875224242788337
metformin-pioglitazone,tolbutamide,readmitted,0.01522563318798168
metformin-pioglitazone,num_lab_procedures,glimepiride-pioglitazone,0.06367809448546956
gender,number_diagnoses,tolazamide,0.07532499559703618
citoglipton,num_outpatient_appointments,num_inpatient_overnight_stays,4.803629659798506E-4
gender,num_inpatient_overnight_stays,nateglinide,0.0017682670710077921
glipizide,num_not_lab_procedures,metformin,0.03766567907137508
examide,age,glipizide,0.028445744125259985
readmitted,repaglinide,glipizide-metformin,0.0031351536828936074
glimepiride-pioglitazone,num_not_lab_procedures,num_outpatient_appointments,0.03836406590863479
change_in_meds,number_diagnoses,glipizide-metformin,0.0322620998581921
citoglipton,gender,troglitazone,0.13464176979756498
citoglipton,nateglinide,acetohexamide,0.001315454431299882
num_inpatient_overnight_stays,num_not_lab_procedures,glimepiride,0.027784157959456598
metformin-pioglitazone,miglitol,glimepiride-pioglitazone,3.769245146039413E-5
insulin,tolazamide,diabetes_med_prescribed,0.04130733837647547
diabetes_med_prescribed,num_outpatient_appointments,glyburide-metformin,0.001181149198087212
readmitted,number_diagnoses,chlorpropamide,0.06663125766055626
diabetes_med_prescribed,glyburide,metformin-pioglitazone,0.012723605168889556
num_lab_procedures,gender,glimepiride,0.021110021005527974
glimepiride-pioglitazone,metformin,miglitol,0.029055480410497568
metformin-rosiglitazone,age,glipizide,0.028445744125259985
age,repaglinide,pioglitazone,0.020737152513968665
race,glipizide,change_in_meds,0.18971574175032907
metformin,days_in_hospital,acetohexamide,0.05901577342117545
acetohexamide,num_outpatient_appointments,readmitted,0.0663190911570909
age,days_in_hospital,num_outpatient_appointments,0.009157053779180992
citoglipton,troglitazone,readmitted,0.06559865551846064
num_lab_procedures,glyburide,tolbutamide,0.01618201851644091
repaglinide,days_in_hospital,num_not_lab_procedures,0.07956879891570293
glipizide-metformin,race,insulin,0.012108376236522458
number_diagnoses,days_in_hospital,change_in_meds,0.04124033379087852
num_inpatient_overnight_stays,num_previous_emergencies,number_diagnoses,0.046795209920868996
glyburide,number_diagnoses,glipizide-metformin,0.03828376384289202
gender,glimepiride,acarbose,0.019272939242343787
acarbose,age,glyburide-metformin,0.05369626190406668
metformin-pioglitazone,chlorpropamide,tolbutamide,1.2158575366262735E-4
age,days_in_hospital,num_inpatient_overnight_stays,0.008919214299971024
tolbutamide,glimepiride-pioglitazone,metformin-pioglitazone,2.5133458665483898E-6
examide,glyburide-metformin,readmitted,0.082434904329716
acetohexamide,tolazamide,glipizide-metformin,6.261995950390835E-5
pioglitazone,gender,nateglinide,0.04376497246164653
glyburide,num_lab_procedures,tolbutamide,0.039791554064951246
glipizide,num_lab_procedures,chlorpropamide,0.051548497143887276
pioglitazone,repaglinide,glimepiride,0.019029975573459354
metformin,glimepiride,tolazamide,0.00840017844622427
glimepiride-pioglitazone,race,insulin,0.012107243278764515
days_in_hospital,metformin,miglitol,0.037526684746815045
metformin-rosiglitazone,num_not_lab_procedures,glipizide-metformin,0.03781064054650249
examide,age,num_inpatient_overnight_stays,0.14178255265166115
gender,num_lab_procedures,readmitted,0.014268603041682799
num_inpatient_overnight_stays,number_diagnoses,diabetes_med_prescribed,0.017923473458386834
race,repaglinide,pioglitazone,0.049709801539522175
repaglinide,num_not_lab_procedures,acarbose,0.05151026021788795
citoglipton,age,acarbose,0.07617165341559641
pioglitazone,glyburide-metformin,readmitted,0.07249112855108478
diabetes_med_prescribed,age,chlorpropamide,0.04734171224790722
num_current_medications,metformin,readmitted,0.03734829310400233
pioglitazone,repaglinide,glipizide,0.03428363123464861
glyburide-metformin,number_diagnoses,pioglitazone,0.04773947959488943
readmitted,gender,days_in_hospital,0.0035841926030980836
num_outpatient_appointments,days_in_hospital,number_diagnoses,0.04043684616557915
change_in_meds,gender,repaglinide,0.006740396267162447
glipizide-metformin,glipizide,glyburide-metformin,0.052351529209323455
acetohexamide,age,change_in_meds,0.015371080719314548
glimepiride-pioglitazone,number_diagnoses,chlorpropamide,0.06225624586296974
metformin-rosiglitazone,race,repaglinide,0.0223248958867594
gender,number_diagnoses,glyburide-metformin,0.10624191707367807
metformin-pioglitazone,glimepiride-pioglitazone,change_in_meds,0.06732355904262012
days_in_hospital,race,glyburide,0.02601512959196124
citoglipton,days_in_hospital,glimepiride-pioglitazone,0.013697364440492217
readmitted,number_diagnoses,glyburide,0.02597669397211847
tolazamide,metformin,glipizide,0.031289899794487784
glyburide,repaglinide,rosiglitazone,0.021196591324149604
metformin-rosiglitazone,number_diagnoses,nateglinide,0.04752069474696569
citoglipton,insulin,glimepiride-pioglitazone,0.13115549046588926
metformin-rosiglitazone,days_in_hospital,nateglinide,0.006783510262451803
num_lab_procedures,glipizide,readmitted,0.019787792785965597
glimepiride-pioglitazone,gender,age,0.015338536269202117
change_in_meds,age,number_diagnoses,0.10714846505109163
tolbutamide,num_lab_procedures,chlorpropamide,0.0664064674707194
troglitazone,repaglinide,metformin-pioglitazone,0.0014427089059111556
examide,troglitazone,glipizide-metformin,4.0206207649060355E-5
insulin,age,num_previous_emergencies,0.13944141450495975
race,gender,tolbutamide,0.019592926780514334
nateglinide,num_not_lab_procedures,change_in_meds,0.01082431657212545
metformin,glipizide,miglitol,0.04275120251814604
change_in_meds,acetohexamide,metformin-pioglitazone,5.445555337741895E-6
num_lab_procedures,age,glimepiride,0.03403586412809359
acetohexamide,num_inpatient_overnight_stays,readmitted,0.09517405947393373
glimepiride-pioglitazone,nateglinide,insulin,0.025977654050980122
gender,insulin,glyburide-metformin,0.0685388289913357
troglitazone,tolazamide,readmitted,0.05533885022971366
gender,glipizide,change_in_meds,0.19190538862493656
metformin-pioglitazone,glyburide,miglitol,0.011220065999318966
metformin-rosiglitazone,metformin,glipizide,0.044413417898607456
race,age,acarbose,0.03881283893702129
number_diagnoses,nateglinide,miglitol,0.004351750035616966
tolazamide,num_not_lab_procedures,rosiglitazone,0.039867455902102084
num_current_medications,repaglinide,rosiglitazone,0.01120771667839481
num_inpatient_overnight_stays,metformin,insulin,0.01877363142149638
examide,gender,num_lab_procedures,0.008588657795779851
citoglipton,nateglinide,glipizide-metformin,0.0013609486358949227
metformin,race,days_in_hospital,0.02204775431638321
acetohexamide,glimepiride,readmitted,0.004849765863225082
rosiglitazone,metformin,glyburide-metformin,0.03684092094012659
glipizide-metformin,days_in_hospital,acarbose,0.00923791323501195
change_in_meds,glyburide,glipizide-metformin,0.013555669239514762
examide,num_not_lab_procedures,glyburide,0.007424259594795216
readmitted,acarbose,insulin,0.12263615498075207
gender,metformin,nateglinide,0.03765695807382562
rosiglitazone,glyburide,change_in_meds,0.0725521648539213
examide,glimepiride,insulin,0.01707827862446339
glipizide-metformin,acetohexamide,rosiglitazone,0.0058703725605280385
metformin,num_not_lab_procedures,repaglinide,0.044264176677045394
metformin-rosiglitazone,num_lab_procedures,diabetes_med_prescribed,0.017264085015048787
num_lab_procedures,glimepiride,acarbose,0.030753328016619386
gender,num_lab_procedures,acetohexamide,0.07215552198776952
citoglipton,num_not_lab_procedures,miglitol,0.0604567881006419
examide,rosiglitazone,miglitol,0.02254562935078025
citoglipton,troglitazone,tolazamide,9.172035012339971E-5
days_in_hospital,miglitol,change_in_meds,0.11763201141486326
tolbutamide,num_inpatient_overnight_stays,repaglinide,0.001194370558346207
citoglipton,num_not_lab_procedures,number_diagnoses,0.03080361192658817
num_current_medications,num_not_lab_procedures,troglitazone,0.06868198065854567
nateglinide,number_diagnoses,glyburide-metformin,0.09638937696059693
metformin-rosiglitazone,repaglinide,metformin-pioglitazone,0.0028853308058311277
troglitazone,gender,glyburide,0.009282672756074103
tolbutamide,num_previous_emergencies,glipizide,0.014206342904312276
insulin,metformin,tolbutamide,0.03463875234730903
age,glimepiride,glipizide-metformin,0.005423429089455126
acetohexamide,nateglinide,glyburide,0.010167842240930135
metformin-rosiglitazone,metformin,rosiglitazone,0.0644332386808575
metformin-rosiglitazone,race,num_not_lab_procedures,0.01669307349701953
gender,num_lab_procedures,glimepiride-pioglitazone,0.06419975546969782
days_in_hospital,num_previous_emergencies,glipizide-metformin,4.486463979561599E-5
tolbutamide,troglitazone,glimepiride-pioglitazone,5.026717001246282E-6
citoglipton,race,num_outpatient_appointments,0.03853409839955404
glimepiride-pioglitazone,repaglinide,glipizide-metformin,0.001465586475626021
num_lab_procedures,rosiglitazone,glipizide-metformin,0.009501475960623559
gender,pioglitazone,change_in_meds,0.20162758501581668
glimepiride,days_in_hospital,num_not_lab_procedures,0.061037140593245415
examide,days_in_hospital,miglitol,0.06941377406764154
citoglipton,tolbutamide,diabetes_med_prescribed,0.05788079098575578
gender,days_in_hospital,acarbose,0.014725357384655195
tolbutamide,acetohexamide,glyburide-metformin,6.427925113972301E-4
metformin-pioglitazone,glipizide-metformin,diabetes_med_prescribed,0.02892336366863922
troglitazone,num_outpatient_appointments,glipizide-metformin,6.262121852888124E-5
repaglinide,num_lab_procedures,nateglinide,0.02706589881210427
pioglitazone,race,num_outpatient_appointments,0.02063803935410654
troglitazone,num_inpatient_overnight_stays,glipizide,0.01532817105747225
gender,days_in_hospital,rosiglitazone,0.023909626423166526
num_current_medications,glyburide,pioglitazone,0.033940386536144215
acetohexamide,race,troglitazone,0.020580709145358284
glimepiride-pioglitazone,num_not_lab_procedures,metformin,0.008866567716915436
metformin-rosiglitazone,num_previous_emergencies,diabetes_med_prescribed,0.06166834665445293
glipizide,gender,days_in_hospital,0.020460019486857307
glyburide,nateglinide,insulin,0.03599784446188055
examide,num_outpatient_appointments,repaglinide,0.006969166821363719
diabetes_med_prescribed,num_previous_emergencies,metformin-pioglitazone,2.451316851370623E-5
days_in_hospital,chlorpropamide,miglitol,2.3765972328463402E-4
citoglipton,age,glyburide,0.03587184715113127
diabetes_med_prescribed,days_in_hospital,chlorpropamide,0.011671970285207901
glimepiride,troglitazone,readmitted,0.05865312038790066
glipizide,metformin,glipizide-metformin,0.01750515184850991
glyburide-metformin,num_lab_procedures,glimepiride,0.025377464542049956
acetohexamide,days_in_hospital,tolbutamide,0.004537835007278358
metformin,rosiglitazone,metformin-pioglitazone,0.006609466483515299
num_current_medications,gender,glipizide,0.04656012152864498
num_current_medications,nateglinide,chlorpropamide,0.0012950393956769545
num_not_lab_procedures,glimepiride,diabetes_med_prescribed,0.10189392019330479
num_current_medications,pioglitazone,change_in_meds,0.13083323477758887
num_previous_emergencies,gender,glimepiride,0.0359535473741379
days_in_hospital,num_inpatient_overnight_stays,glimepiride,0.0075923713747276115
num_current_medications,race,rosiglitazone,0.03050966107021999
number_diagnoses,race,glyburide,0.02274736874609872
glimepiride-pioglitazone,days_in_hospital,chlorpropamide,0.011460404319666636
num_current_medications,nateglinide,tolbutamide,9.926193016058544E-4
tolbutamide,num_not_lab_procedures,glipizide,0.0035219963021450836
num_outpatient_appointments,num_not_lab_procedures,change_in_meds,0.04185205048958253
citoglipton,age,glyburide-metformin,0.049253606653583006
num_previous_emergencies,num_current_medications,insulin,0.0490273591203796
days_in_hospital,age,diabetes_med_prescribed,0.02093316779801073
diabetes_med_prescribed,glyburide,tolazamide,0.017049307099773918
num_lab_procedures,age,repaglinide,0.045827803778005875
change_in_meds,glipizide-metformin,metformin-pioglitazone,3.267392523707992E-5
gender,repaglinide,metformin-pioglitazone,0.0014979469310908385
number_diagnoses,miglitol,readmitted,0.08011537933597837
days_in_hospital,glyburide-metformin,readmitted,0.054232934775998505
troglitazone,glyburide-metformin,diabetes_med_prescribed,0.044281289999792514
glipizide-metformin,glipizide,acarbose,0.05994551213644203
chlorpropamide,glyburide,readmitted,0.006341792689733356
metformin-pioglitazone,num_outpatient_appointments,repaglinide,0.0034845846039058695
examide,metformin,nateglinide,0.03570024409905367
change_in_meds,race,num_inpatient_overnight_stays,0.02866473718942871
days_in_hospital,gender,readmitted,0.006782972270548975
glimepiride-pioglitazone,acetohexamide,glipizide,0.011685623137443618
acetohexamide,troglitazone,glyburide-metformin,6.464475448488938E-4
glyburide,age,insulin,0.04431525946281989
glipizide-metformin,age,tolbutamide,0.01620930412219803
glimepiride-pioglitazone,chlorpropamide,glyburide,0.012977693391983009
num_inpatient_overnight_stays,insulin,change_in_meds,0.20691868024621898
change_in_meds,num_not_lab_procedures,glimepiride,0.005801098318695711
readmitted,age,acarbose,0.09661038826605635
diabetes_med_prescribed,number_diagnoses,glipizide,0.005682625335651541
insulin,gender,pioglitazone,0.01732971951336426
tolbutamide,glipizide,glimepiride-pioglitazone,0.011688090240073288
troglitazone,num_outpatient_appointments,glimepiride-pioglitazone,4.250962599358879E-5
citoglipton,num_current_medications,chlorpropamide,0.01935728497877984
insulin,pioglitazone,rosiglitazone,0.034862986919894284
citoglipton,acarbose,metformin-pioglitazone,5.729199305439545E-4
diabetes_med_prescribed,number_diagnoses,glyburide-metformin,0.0520939629927373
days_in_hospital,change_in_meds,readmitted,0.017746513228178225
metformin-pioglitazone,race,readmitted,0.011257814765197754
rosiglitazone,metformin,readmitted,0.04185938981457084
miglitol,number_diagnoses,metformin,0.05903724122131267
tolazamide,glimepiride,change_in_meds,0.06078989497896686
glimepiride,number_diagnoses,troglitazone,0.027447219254935082
change_in_meds,metformin,acetohexamide,0.03142630534770938
diabetes_med_prescribed,metformin-pioglitazone,readmitted,0.05013365326436738
citoglipton,pioglitazone,diabetes_med_prescribed,0.10653079345651251
citoglipton,nateglinide,change_in_meds,0.17641534609292214
troglitazone,age,glimepiride-pioglitazone,0.05951004548271859
num_not_lab_procedures,number_diagnoses,glimepiride,0.03820837744584937
change_in_meds,race,troglitazone,0.02059726387898354
diabetes_med_prescribed,race,nateglinide,0.015275685247267213
examide,tolazamide,glipizide-metformin,1.252386600207954E-4
gender,num_not_lab_procedures,miglitol,0.04100822216021664
citoglipton,age,num_lab_procedures,0.014094413194870255
readmitted,days_in_hospital,num_inpatient_overnight_stays,0.009775090849460183
acetohexamide,num_inpatient_overnight_stays,diabetes_med_prescribed,0.02725327158433317
gender,age,miglitol,0.06658058930534642
diabetes_med_prescribed,tolazamide,metformin-pioglitazone,5.529097918078446E-5
insulin,days_in_hospital,num_outpatient_appointments,0.012834298239690022
insulin,metformin,rosiglitazone,0.07234906922826742
glimepiride-pioglitazone,glyburide-metformin,metformin-pioglitazone,6.426568320950939E-4
rosiglitazone,num_not_lab_procedures,acarbose,0.06278210372279902
gender,num_outpatient_appointments,change_in_meds,0.0625441983421947
acetohexamide,glimepiride-pioglitazone,readmitted,0.06751942580004941
examide,gender,acetohexamide,0.11538444945153473
glimepiride-pioglitazone,race,num_previous_emergencies,0.03089493101880043
days_in_hospital,num_lab_procedures,num_inpatient_overnight_stays,0.06852983162256088
glimepiride-pioglitazone,num_not_lab_procedures,glipizide-metformin,0.01890575905569293
insulin,glipizide,change_in_meds,0.13533340653936743
glimepiride-pioglitazone,metformin,tolazamide,0.018368512943404185
gender,num_outpatient_appointments,rosiglitazone,0.00842668549261849
glimepiride,num_previous_emergencies,readmitted,0.06954842403414849
troglitazone,race,num_previous_emergencies,0.030895552193594904
glimepiride,nateglinide,glipizide,0.009130197853870238
acetohexamide,race,metformin-pioglitazone,0.020575966108626442
metformin-rosiglitazone,days_in_hospital,tolbutamide,0.0090732774886641
glyburide,race,gender,0.04381733107469267
diabetes_med_prescribed,chlorpropamide,glimepiride,0.009418135155231676
acarbose,glyburide,change_in_meds,0.06694578054814103
days_in_hospital,race,diabetes_med_prescribed,0.015424639704191523
glimepiride-pioglitazone,race,diabetes_med_prescribed,0.004200718471244639
readmitted,metformin,tolbutamide,0.035424228300440556
repaglinide,rosiglitazone,glyburide-metformin,0.02951807472035574
glimepiride-pioglitazone,nateglinide,tolazamide,9.360155030624547E-4
metformin-rosiglitazone,glyburide,tolbutamide,0.011110612455759662
readmitted,number_diagnoses,metformin,0.037409815372547735
race,glipizide,diabetes_med_prescribed,0.12195793856877611
nateglinide,repaglinide,readmitted,0.03293445312812186
change_in_meds,num_inpatient_overnight_stays,number_diagnoses,0.048101547291017004
change_in_meds,num_not_lab_procedures,num_inpatient_overnight_stays,0.04076892572913109
num_lab_procedures,race,nateglinide,0.0492928536387146
examide,rosiglitazone,glimepiride-pioglitazone,0.011739211003904479
metformin-pioglitazone,troglitazone,glipizide-metformin,2.0103305893956575E-5
diabetes_med_prescribed,num_not_lab_procedures,nateglinide,0.01047654384477901
days_in_hospital,metformin,glyburide,0.08861412820183814
tolbutamide,age,num_inpatient_overnight_stays,0.07089062655514425
race,num_not_lab_procedures,chlorpropamide,0.059143670103854906
insulin,days_in_hospital,repaglinide,0.026939203059381585
insulin,age,pioglitazone,0.03752735084945619
num_previous_emergencies,num_not_lab_procedures,num_inpatient_overnight_stays,0.06287759784751404
readmitted,nateglinide,glipizide,0.026276646421325572
glimepiride,age,glyburide-metformin,0.03148636995785388
number_diagnoses,repaglinide,acarbose,0.017155518491288362
tolbutamide,nateglinide,glimepiride-pioglitazone,6.578726890777786E-4
readmitted,gender,number_diagnoses,0.011603446301462896
glyburide-metformin,gender,glimepiride,0.021558467172245955
readmitted,num_current_medications,nateglinide,0.01792056310187253
num_inpatient_overnight_stays,glyburide,insulin,0.047837326529084526
pioglitazone,glyburide,change_in_meds,0.0739467462985421
metformin-rosiglitazone,number_diagnoses,pioglitazone,0.023033225766827533
change_in_meds,age,pioglitazone,0.019063368679196953
insulin,tolbutamide,glipizide-metformin,7.898680771812309E-5
